object_name,object_type,collection_path,all_collections,parent,triangles,vertices,material,hide_viewport,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,centroid_x,centroid_y,centroid_z
Obturator externus.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.r,204,120,Origin-Internal rotation,0,-0.0532,-0.0263,0.8161,-0.0248,0.0245,0.8523,-0.039,-0.0009,0.8342
Obturator internus.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.l,121,91,Origin-External rotation,0,0.0216,-0.023,0.8195,0.0538,0.0434,0.8779,0.0377,0.0102,0.8487
Obturator internus.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.r,121,91,Origin-External rotation,0,-0.0538,-0.023,0.8195,-0.0216,0.0434,0.8779,-0.0377,0.0102,0.8487
Occipitalis muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,31,30,Origin-Superficial,0,0.0144,0.0586,1.5857,0.0587,0.0976,1.5954,0.0366,0.0781,1.5905
Occipitalis muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,31,30,Origin-Superficial,0,-0.0587,0.0586,1.5857,-0.0144,0.0976,1.5954,-0.0366,0.0781,1.5905
Omohyoid muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hyoid bone,15,15,End-Flexion,0,0.0124,-0.0338,1.4941,0.0174,-0.0255,1.4975,0.0149,-0.0296,1.4958
Omohyoid muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hyoid bone,15,15,End-Flexion,0,-0.0174,-0.0338,1.4941,-0.0124,-0.0255,1.4975,-0.0149,-0.0296,1.4958
Omohyoid muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.l,73,52,Origin-Flexion,0,0.0966,0.0535,1.3914,0.1031,0.0597,1.3973,0.0999,0.0566,1.3943
Omohyoid muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.r,73,52,Origin-Flexion,0,-0.1031,0.0535,1.3914,-0.0966,0.0597,1.3973,-0.0999,0.0566,1.3943
Opponens digiti minimi muscle of hand.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hamate bone.l,16,16,Origin-Adduction,0,0.2512,-0.0338,0.8376,0.2539,-0.0306,0.8411,0.2525,-0.0322,0.8393
Opponens digiti minimi muscle of hand.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hamate bone.r,16,16,Origin-Adduction,0,-0.2539,-0.0338,0.8376,-0.2512,-0.0306,0.8411,-0.2525,-0.0322,0.8393
Orbicularis oris muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Mandible,10,11,Origin-Orbicular/Constrictor,0,0.0001,-0.0813,1.5088,0.0059,-0.0793,1.5135,0.003,-0.0803,1.5112
Orbicularis oris muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Mandible,10,11,Origin-Orbicular/Constrictor,0,-0.0059,-0.0813,1.5088,-0.0001,-0.0793,1.5135,-0.003,-0.0803,1.5112
Orbital part of orbicularis oculi.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Maxilla.l,16,16,Origin-Orbicular/Constrictor,0,0.0098,-0.08,1.5811,0.0141,-0.0746,1.6005,0.0119,-0.0773,1.5908
Orbital part of orbicularis oculi.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Maxilla.r,16,16,Origin-Orbicular/Constrictor,0,-0.0141,-0.08,1.5811,-0.0098,-0.0746,1.6005,-0.0119,-0.0773,1.5908
Patellar ligament.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.l,43,33,End-Extension,0,0.0711,-0.0055,0.3716,0.0928,0.0004,0.4082,0.0819,-0.0025,0.3899
Patellar ligament.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.r,43,33,End-Extension,0,-0.0928,-0.0055,0.3716,-0.0711,0.0004,0.4082,-0.0819,-0.0025,0.3899
Patellar ligament.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Patella.l,54,35,Origin-Extension,0,0.0711,-0.0094,0.4234,0.1001,-0.002,0.4329,0.0856,-0.0057,0.4281
Patellar ligament.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Patella.r,54,35,Origin-Extension,0,-0.1001,-0.0094,0.4234,-0.0711,-0.002,0.4329,-0.0856,-0.0057,0.4281
Pectineus muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Femur.r,17,18,End-External rotation,0,-0.0977,-0.0016,0.7357,-0.0939,0.0047,0.7704,-0.0958,0.0015,0.753
Pectineus muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.l,63,47,Origin-External rotation,0,0.0157,-0.0556,0.8408,0.0544,-0.0301,0.8641,0.035,-0.0429,0.8524
Pectineus muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.r,63,47,Origin-External rotation,0,-0.0544,-0.0556,0.8408,-0.0157,-0.0301,0.8641,-0.035,-0.0429,0.8524
Pectoralis major muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Humerus.l,47,35,End-Adduction,0,0.1769,0.0149,1.3034,0.2001,0.0172,1.348,0.1885,0.0161,1.3257
Pectoralis major muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Humerus.r,47,35,End-Adduction,0,-0.2001,0.0149,1.3034,-0.1769,0.0172,1.348,-0.1885,0.0161,1.3257
Pectoralis major muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Clavicle.l,108,75,Origin-Adduction,0,0.0267,-0.0498,1.3949,0.0921,-0.0098,1.4092,0.0594,-0.0298,1.4021
Pectoralis major muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Clavicle.r,108,75,Origin-Adduction,0,-0.0921,-0.0498,1.3949,-0.0267,-0.0098,1.4092,-0.0594,-0.0298,1.4021
Pectoralis minor muscle.e1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fourth rib.l,187,117,End-Abduction,0,0.0949,-0.0721,1.2902,0.1178,-0.0335,1.3179,0.1064,-0.0528,1.304
Pectoralis minor muscle.e1r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fourth rib.r,187,117,End-Abduction,0,-0.1178,-0.0721,1.2902,-0.0949,-0.0335,1.3179,-0.1064,-0.0528,1.304
Pectoralis minor muscle.e2l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fifth rib.l,137,88,End-Abduction,0,0.1046,-0.0767,1.2632,0.1188,-0.0533,1.2791,0.1117,-0.065,1.2711
Pectoralis minor muscle.e2r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fifth rib.r,137,88,End-Abduction,0,-0.1188,-0.0767,1.2632,-0.1046,-0.0533,1.2791,-0.1117,-0.065,1.2711
Pectoralis minor muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Third rib.l,107,76,End-Abduction,0,0.0774,-0.0594,1.3228,0.1051,-0.0193,1.3519,0.0913,-0.0394,1.3374
Pectoralis minor muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Third rib.r,107,76,End-Abduction,0,-0.1051,-0.0594,1.3228,-0.0774,-0.0193,1.3519,-0.0913,-0.0394,1.3374
Pectoralis minor muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.l,361,210,Origin-Abduction,0,0.1236,-0.0012,1.3884,0.1341,0.0141,1.3996,0.1288,0.0064,1.394
Pectoralis minor muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.r,361,210,Origin-Abduction,0,-0.1341,-0.0012,1.3884,-0.1236,0.0141,1.3996,-0.1288,0.0064,1.394
Piriformis muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Femur.r,22,20,End-Abduction,0,-0.1335,0.0153,0.8559,-0.1179,0.0273,0.8598,-0.1257,0.0213,0.8579
Piriformis muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Sacrum,152,106,Origin-Abduction,0,-0.0462,0.0371,0.8871,-0.0233,0.074,0.9186,-0.0348,0.0555,0.9029
Piriformis muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Sacrum,152,106,Origin-Abduction,0,0.0233,0.0371,0.8871,0.0462,0.074,0.9186,0.0348,0.0555,0.9029
Plantar interossei muscles.e1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Proximal phalanx of fourth finger of foot.r,18,17,End-Adduction,0,-0.1172,-0.0767,0.0186,-0.1137,-0.0716,0.0211,-0.1154,-0.0741,0.0198
Plantar interossei muscles.e2l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Proximal phalanx of fifth finger of foot.r,15,16,End-Adduction,0,-0.1303,-0.0643,0.0156,-0.1268,-0.0607,0.018,-0.1285,-0.0625,0.0168
Plantar interossei muscles.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Proximal phalanx of third finger of foot.r,15,15,End-Adduction,0,-0.1038,-0.0838,0.0183,-0.1021,-0.0805,0.0206,-0.103,-0.0822,0.0195
Plantar interossei muscles.o1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fourth metatarsal bone.r,27,26,Origin-Adduction,0,-0.1105,-0.046,0.0295,-0.1016,-0.0231,0.0386,-0.106,-0.0345,0.0341
Plantar interossei muscles.o2l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fifth metatarsal bone.r,42,34,Origin-Adduction,0,-0.121,-0.0434,0.0221,-0.1063,-0.0127,0.0302,-0.1136,-0.028,0.0261
Plantar interossei muscles.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Third metatarsal bone.r,25,24,Origin-Adduction,0,-0.1007,-0.0575,0.0304,-0.0935,-0.0286,0.0418,-0.0971,-0.043,0.0361
Plantaris muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Femur.l,38,33,Origin-Biarticular,0,0.0852,0.029,0.4853,0.1019,0.0351,0.4971,0.0936,0.032,0.4912
Plantaris muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Femur.r,38,33,Origin-Biarticular,0,-0.1019,0.029,0.4853,-0.0852,0.0351,0.4971,-0.0936,0.032,0.4912
Popliteus muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.l,57,45,End-External rotation,0,0.0577,0.0269,0.3413,0.0903,0.0575,0.4153,0.074,0.0422,0.3783
Popliteus muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.r,57,45,End-External rotation,0,-0.0903,0.0269,0.3413,-0.0577,0.0575,0.4153,-0.074,0.0422,0.3783
Popliteus muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Femur.r,29,24,Origin-External rotation,0,0.109,0.0411,0.4547,0.1131,0.0526,0.4641,0.111,0.0468,0.4594
Popliteus muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Femur.r,29,24,Origin-External rotation,0,-0.1131,0.0411,0.4547,-0.109,0.0526,0.4641,-0.111,0.0468,0.4594
Procerus muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Nasal bone.r,17,16,End-Depressor,0,-0.0036,-0.0894,1.5952,0.0,-0.0837,1.604,-0.0018,-0.0866,1.5996
Procerus muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Frontal bone,18,17,Origin-Depressor,0,-0.0213,-0.0875,1.6178,-0.0005,-0.0844,1.6299,-0.0109,-0.086,1.6239
Procerus muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Frontal bone,18,17,Origin-Depressor,0,0.0005,-0.0875,1.6178,0.0213,-0.0844,1.6299,0.0109,-0.086,1.6239
Pronator quadratus.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Radius.r,39,31,End-Internal rotation,0,-0.2811,-0.0233,0.8713,-0.2584,-0.0028,0.9187,-0.2698,-0.0131,0.895
Pronator quadratus.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Ulna.r,13,14,Origin-Internal rotation,0,-0.2435,-0.0143,0.8801,-0.2343,-0.0032,0.9234,-0.2389,-0.0087,0.9017
Pronator teres.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Radius.l,16,16,End-Internal rotation,0,0.2593,0.013,0.9795,0.2645,0.0194,1.0061,0.2619,0.0162,0.9928
Pronator teres.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Radius.r,16,16,End-Internal rotation,0,-0.2645,0.013,0.9795,-0.2593,0.0194,1.0061,-0.2619,0.0162,0.9928
Pronator teres.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Humerus.l,16,17,Origin-Internal rotation,0,0.1933,0.029,1.114,0.2017,0.0364,1.1247,0.1975,0.0327,1.1193
Pronator teres.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Humerus.r,16,17,Origin-Internal rotation,0,-0.2017,0.029,1.114,-0.1933,0.0364,1.1247,-0.1975,0.0327,1.1193
Quadratus femoris muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Femur.l,43,34,End-External rotation,0,0.1027,0.0307,0.7946,0.1219,0.0393,0.8386,0.1123,0.035,0.8166
Quadratus femoris muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Femur.r,43,34,End-External rotation,0,-0.1219,0.0307,0.7946,-0.1027,0.0393,0.8386,-0.1123,0.035,0.8166
Quadratus femoris muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.l,27,26,Origin-External rotation,0,0.0539,0.0294,0.8027,0.0728,0.0367,0.8317,0.0633,0.0331,0.8172
Quadratus femoris muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.r,27,26,Origin-External rotation,0,-0.0728,0.0294,0.8027,-0.0539,0.0367,0.8317,-0.0633,0.0331,0.8172
Quadriceps femoris muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Patella.l,50,35,End-Extension,0,0.0661,-0.019,0.4523,0.1036,-0.0051,0.465,0.0848,-0.012,0.4586
Quadriceps femoris muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Patella.r,50,35,End-Extension,0,-0.1036,-0.019,0.4523,-0.0661,-0.0051,0.465,-0.0848,-0.012,0.4586
Rectus abdominis muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Costal cartilage of seventh rib.l,54,48,End-Flexion,0,0.0023,-0.1124,0.8437,0.0083,-0.043,1.2357,0.0053,-0.0777,1.0397
Rectus abdominis muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Costal cartilage of seventh rib.r,54,48,End-Flexion,0,-0.0083,-0.1124,0.8437,-0.0023,-0.043,1.2357,-0.0053,-0.0777,1.0397
Rectus abdominis muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Costal cartilage of fifth rib.r,327,225,Origin-Flexion,0,0.0082,-0.1131,1.2155,0.0807,-0.1022,1.2549,0.0445,-0.1076,1.2352
Rectus abdominis muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Costal cartilage of fifth rib.r,327,225,Origin-Flexion,0,-0.0807,-0.1131,1.2155,-0.0082,-0.1022,1.2549,-0.0445,-0.1076,1.2352
Rectus anterior capitis muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Atlas (C1),21,21,End-Flexion,0,-0.0284,0.0022,1.5452,-0.0122,0.0064,1.5515,-0.0203,0.0043,1.5483
Rectus anterior capitis muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Atlas (C1),21,21,End-Flexion,0,0.0122,0.0022,1.5452,0.0284,0.0064,1.5515,0.0203,0.0043,1.5483
Rectus anterior capitis muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,7,9,Origin-Flexion,0,-0.01,0.0,1.5601,-0.0028,0.0046,1.5656,-0.0064,0.0023,1.5629
Rectus anterior capitis muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,7,9,Origin-Flexion,0,0.0028,0.0,1.5601,0.01,0.0046,1.5656,0.0064,0.0023,1.5629
Rectus femoris muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.l,30,30,Origin-Biarticular,0,0.0983,-0.0255,0.89,0.1091,0.009,0.9152,0.1037,-0.0082,0.9026
Rectus femoris muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.r,30,30,Origin-Biarticular,0,-0.1091,-0.0255,0.89,-0.0983,0.009,0.9152,-0.1037,-0.0082,0.9026
Rectus lateralis capitis muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,31,30,Origin-Abduction,0,-0.0388,0.014,1.5571,-0.0346,0.0255,1.5618,-0.0367,0.0197,1.5595
Rectus lateralis capitis muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,31,30,Origin-Abduction,0,0.0346,0.014,1.5571,0.0388,0.0255,1.5618,0.0367,0.0197,1.5595
Rectus posterior major capitis muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Axis (C2),19,20,End-Extension,0,-0.004,0.0452,1.514,-0.0001,0.0517,1.5209,-0.002,0.0485,1.5174
Rectus posterior major capitis muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Axis (C2),19,20,End-Extension,0,0.0001,0.0452,1.514,0.004,0.0517,1.5209,0.002,0.0485,1.5174
Rectus posterior major capitis muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,17,18,Origin-Extension,0,-0.0352,0.0366,1.5564,-0.0275,0.0614,1.5608,-0.0314,0.049,1.5586
Rectus posterior major capitis muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,17,18,Origin-Extension,0,0.0275,0.0366,1.5564,0.0352,0.0614,1.5608,0.0314,0.049,1.5586
Rectus posterior minor capitis muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Atlas (C1),33,29,End-Extension,0,-0.004,0.0434,1.5385,-0.0001,0.0462,1.5418,-0.002,0.0448,1.5401
Rectus posterior minor capitis muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Atlas (C1),33,29,End-Extension,0,0.0001,0.0434,1.5385,0.004,0.0462,1.5418,0.002,0.0448,1.5401
Rectus posterior minor capitis muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,17,17,Origin-Extension,0,-0.0236,0.0564,1.5568,-0.0035,0.0687,1.5637,-0.0135,0.0625,1.5602
Rectus posterior minor capitis muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,17,17,Origin-Extension,0,0.0035,0.0564,1.5568,0.0236,0.0687,1.5637,0.0135,0.0625,1.5602
Rhomboid major muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.l,1238,685,End-Adduction,0,0.0605,0.0997,1.259,0.0884,0.1133,1.3588,0.0744,0.1065,1.3089
Rhomboid major muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.r,1238,685,End-Adduction,0,-0.0884,0.0997,1.259,-0.0605,0.1133,1.3588,-0.0744,0.1065,1.3089
Rhomboid minor muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.l,354,206,End-Adduction,0,0.0601,0.0928,1.3596,0.0661,0.1029,1.3872,0.0631,0.0979,1.3734
Rhomboid minor muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.r,354,206,End-Adduction,0,-0.0661,0.0928,1.3596,-0.0601,0.1029,1.3872,-0.0631,0.0979,1.3734
Sartorius muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.l,8,10,End-Adduction,0,0.0599,0.0014,0.3496,0.0724,0.0159,0.3958,0.0662,0.0087,0.3727
Sartorius muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.r,8,10,End-Adduction,0,-0.0724,0.0014,0.3496,-0.0599,0.0159,0.3958,-0.0662,0.0087,0.3727
Sartorius muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.l,83,62,Origin-Adduction,0,0.115,-0.0562,0.9261,0.1243,-0.0401,0.9482,0.1197,-0.0481,0.9372
Sartorius muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.r,83,62,Origin-Adduction,0,-0.1243,-0.0562,0.9261,-0.115,-0.0401,0.9482,-0.1197,-0.0481,0.9372
Scalenus anterior muscle.e1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C5,18,17,End-Abduction,0,-0.0246,0.0072,1.4736,-0.0224,0.0099,1.478,-0.0235,0.0086,1.4758
Scalenus anterior muscle.e1r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C5,18,17,End-Abduction,0,0.0224,0.0072,1.4736,0.0246,0.0099,1.478,0.0235,0.0086,1.4758
Scalenus anterior muscle.e2l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C6,10,11,End-Abduction,0,-0.026,0.0087,1.4581,-0.0245,0.0105,1.4619,-0.0252,0.0096,1.46
Scalenus anterior muscle.e2r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C6,10,11,End-Abduction,0,0.0245,0.0087,1.4581,0.026,0.0105,1.4619,0.0252,0.0096,1.46
Scalenus anterior muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C4,24,22,End-Abduction,0,-0.025,0.0063,1.489,-0.0202,0.01,1.4939,-0.0226,0.0082,1.4915
Scalenus anterior muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C4,24,22,End-Abduction,0,0.0202,0.0063,1.489,0.025,0.01,1.4939,0.0226,0.0082,1.4915
Scalenus anterior muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,First rib.l,78,52,Origin-Abduction,0,0.0494,-0.007,1.4131,0.0542,-0.0012,1.4173,0.0518,-0.0041,1.4152
Scalenus anterior muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,First rib.r,78,52,Origin-Abduction,0,-0.0542,-0.007,1.4131,-0.0494,-0.0012,1.4173,-0.0518,-0.0041,1.4152
Scalenus medius muscle.e1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C7,27,23,End-Abduction,0,-0.0359,0.0235,1.4505,-0.0312,0.0268,1.4558,-0.0335,0.0252,1.4531
Scalenus medius muscle.e1r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C7,27,23,End-Abduction,0,0.0312,0.0235,1.4505,0.0359,0.0268,1.4558,0.0335,0.0252,1.4531
Scalenus medius muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C6,39,32,End-Abduction,0,-0.0307,0.016,1.4595,-0.0264,0.0197,1.4651,-0.0285,0.0178,1.4623
Scalenus medius muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C6,39,32,End-Abduction,0,0.0264,0.016,1.4595,0.0307,0.0197,1.4651,0.0285,0.0178,1.4623
Scalenus medius muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,First rib.l,102,70,Origin-Abduction,0,0.0467,0.0018,1.4194,0.055,0.0129,1.43,0.0508,0.0074,1.4247
Scalenus medius muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,First rib.r,102,70,Origin-Abduction,0,-0.055,0.0018,1.4194,-0.0467,0.0129,1.43,-0.0508,0.0074,1.4247
Scalenus posterior muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C5,40,32,End-Abduction,0,-0.0311,0.0132,1.4724,-0.0273,0.0161,1.4773,-0.0292,0.0146,1.4748
Scalenus posterior muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Vertebra C5,40,32,End-Abduction,0,0.0273,0.0132,1.4724,0.0311,0.0161,1.4773,0.0292,0.0146,1.4748
Scapular spinal part of deltoid muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.l,872,516,Origin-Abduction,0,0.0963,0.0582,1.3722,0.1726,0.1,1.4069,0.1345,0.0791,1.3896
Scapular spinal part of deltoid muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.r,872,516,Origin-Abduction,0,-0.1726,0.0582,1.3722,-0.0963,0.1,1.4069,-0.1345,0.0791,1.3896
Semimembranosus muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.l,43,36,End-Flexion,0,0.0376,0.033,0.4038,0.0604,0.0594,0.4144,0.049,0.0462,0.4091
Semimembranosus muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.r,43,36,End-Flexion,0,-0.0604,0.033,0.4038,-0.0376,0.0594,0.4144,-0.049,0.0462,0.4091
Semimembranosus muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.l,32,29,Origin-Flexion,0,0.034,0.0287,0.7973,0.0547,0.0414,0.8009,0.0444,0.035,0.7991
Semimembranosus muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.r,32,29,Origin-Flexion,0,-0.0547,0.0287,0.7973,-0.034,0.0414,0.8009,-0.0444,0.035,0.7991
