object_name,object_type,collection_path,all_collections,parent,triangles,vertices,material,hide_viewport,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,centroid_x,centroid_y,centroid_z
Semitendinosus muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.l,28,26,End-Flexion,0,0.0437,0.0246,0.3519,0.0639,0.0438,0.4011,0.0538,0.0342,0.3765
Semitendinosus muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.r,28,26,End-Flexion,0,-0.0639,0.0246,0.3519,-0.0437,0.0438,0.4011,-0.0538,0.0342,0.3765
Semitendinosus muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.l,55,42,Origin-Flexion,0,0.0405,0.0398,0.7986,0.0598,0.0532,0.8115,0.0501,0.0465,0.8051
Semitendinosus muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.r,55,42,Origin-Flexion,0,-0.0598,0.0398,0.7986,-0.0405,0.0532,0.8115,-0.0501,0.0465,0.8051
Serratus anterior muscle.e1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Second rib.r,143,98,End-Internal rotation,0,-0.0999,-0.0043,1.3849,-0.0958,0.0132,1.3985,-0.0978,0.0045,1.3917
Serratus anterior muscle.e2l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Third rib.r,194,125,End-Internal rotation,0,-0.113,-0.016,1.3495,-0.1063,0.0175,1.3676,-0.1097,0.0008,1.3585
Serratus anterior muscle.e2r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Third rib.l,194,125,End-Internal rotation,0,0.1063,-0.016,1.3495,0.113,0.0175,1.3676,0.1097,0.0008,1.3585
Serratus anterior muscle.e3l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fourth rib.l,315,187,End-Internal rotation,0,0.1169,-0.0316,1.3157,0.1258,0.0145,1.3366,0.1214,-0.0085,1.3262
Serratus anterior muscle.e3r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fourth rib.r,315,187,End-Internal rotation,0,-0.1258,-0.0316,1.3157,-0.1169,0.0145,1.3366,-0.1214,-0.0085,1.3262
Serratus anterior muscle.e4l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fifth rib.l,125,84,End-Internal rotation,0,0.1193,-0.0543,1.2722,0.1309,-0.0153,1.294,0.1251,-0.0348,1.2831
Serratus anterior muscle.e4r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fifth rib.r,125,84,End-Internal rotation,0,-0.1309,-0.0543,1.2722,-0.1193,-0.0153,1.294,-0.1251,-0.0348,1.2831
Serratus anterior muscle.e5l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Sixth rib.l,145,94,End-Internal rotation,0,0.1292,-0.0454,1.2413,0.1389,-0.0096,1.2601,0.134,-0.0275,1.2507
Serratus anterior muscle.e5r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Sixth rib.r,145,94,End-Internal rotation,0,-0.1389,-0.0454,1.2413,-0.1292,-0.0096,1.2601,-0.134,-0.0275,1.2507
Serratus anterior muscle.e6l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Seventh rib.l,210,134,End-Internal rotation,0,0.1364,-0.0398,1.207,0.1421,0.01,1.236,0.1392,-0.0149,1.2215
Serratus anterior muscle.e6r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Seventh rib.r,210,134,End-Internal rotation,0,-0.1421,-0.0398,1.207,-0.1364,0.01,1.236,-0.1392,-0.0149,1.2215
Serratus anterior muscle.e7l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Eighth rib.l,133,88,End-Internal rotation,0,0.1309,-0.0226,1.1702,0.1357,0.018,1.1987,0.1333,-0.0023,1.1845
Serratus anterior muscle.e7r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Eighth rib.r,133,88,End-Internal rotation,0,-0.1357,-0.0226,1.1702,-0.1309,0.018,1.1987,-0.1333,-0.0023,1.1845
Serratus anterior muscle.e8l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Ninth rib.r,98,68,End-Internal rotation,0,-0.1314,0.0144,1.155,-0.1234,0.0422,1.177,-0.1274,0.0283,1.166
Serratus anterior muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,First rib.l,128,86,End-Internal rotation,0,0.0648,-0.013,1.4045,0.0716,0.0074,1.4211,0.0682,-0.0028,1.4128
Serratus anterior muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,First rib.r,128,86,End-Internal rotation,0,-0.0716,-0.013,1.4045,-0.0648,0.0074,1.4211,-0.0682,-0.0028,1.4128
Serratus anterior muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.l,306,239,Origin-Internal rotation,0,0.0632,0.0829,1.2596,0.096,0.1091,1.3939,0.0796,0.096,1.3268
Serratus anterior muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.r,306,239,Origin-Internal rotation,0,-0.096,0.0829,1.2596,-0.0632,0.1091,1.3939,-0.0796,0.096,1.3268
Serratus posterior inferior muscle.e1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tenth rib.r,101,70,End-External rotation,0,-0.1061,0.0594,1.1411,-0.085,0.077,1.1625,-0.0956,0.0682,1.1518
Serratus posterior inferior muscle.e2l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Eleventh rib.r,46,37,End-External rotation,0,-0.0935,0.0575,1.1123,-0.0813,0.0695,1.1289,-0.0874,0.0635,1.1206
Serratus posterior inferior muscle.e3l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Twelfth rib.r,60,45,End-External rotation,0,-0.0751,0.0588,1.0836,-0.0682,0.0643,1.0983,-0.0717,0.0615,1.0909
Serratus posterior inferior muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Ninth rib.r,98,70,End-External rotation,0,-0.111,0.0648,1.1804,-0.0942,0.0829,1.2002,-0.1026,0.0738,1.1903
Serratus posterior superior muscle.e1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Third rib.r,149,95,End-External rotation,0,-0.0931,0.0436,1.3956,-0.075,0.0612,1.4069,-0.0841,0.0524,1.4012
Serratus posterior superior muscle.e2l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fourth rib.r,382,231,End-External rotation,0,-0.104,0.0551,1.3553,-0.0806,0.0738,1.3806,-0.0923,0.0644,1.368
Serratus posterior superior muscle.e3l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fifth rib.r,297,180,End-External rotation,0,-0.1013,0.0699,1.3381,-0.082,0.0855,1.3529,-0.0917,0.0777,1.3455
Serratus posterior superior muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Second rib.r,155,106,End-External rotation,0,-0.0765,0.0271,1.418,-0.0653,0.0401,1.4264,-0.0709,0.0336,1.4222
Short head of biceps brachii.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.r,195,125,Origin-Biarticular,0,-0.1424,0.0006,1.3916,-0.1382,0.0103,1.3973,-0.1403,0.0054,1.3945
Short head of biceps femoris.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Femur.r,65,59,End-Flexion,0,-0.1062,0.0159,0.4896,-0.0868,0.0308,0.6869,-0.0965,0.0234,0.5882
Soleus muscle.o1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.l,60,46,Origin-Extension hand/foot,0,0.0677,0.0241,0.2496,0.0935,0.0387,0.3812,0.0806,0.0314,0.3154
Soleus muscle.o1r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Tibia.r,60,46,Origin-Extension hand/foot,0,-0.0935,0.0241,0.2496,-0.0677,0.0387,0.3812,-0.0806,0.0314,0.3154
Soleus muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fibula.l,50,41,Origin-Extension,0,0.0979,0.0418,0.3582,0.1123,0.0539,0.4087,0.1051,0.0479,0.3834
Soleus muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Fibula.r,50,41,Origin-Extension,0,-0.1123,0.0418,0.3582,-0.0979,0.0539,0.4087,-0.1051,0.0479,0.3834
Spinalis capitis muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,25,27,End-Extension,0,0.0032,0.0571,1.5663,0.0437,0.0792,1.5725,0.0234,0.0681,1.5694
Spinalis capitis muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Occipital bone,25,27,End-Extension,0,-0.0437,0.0571,1.5663,-0.0032,0.0792,1.5725,-0.0234,0.0681,1.5694
Splenius colli muscle.e1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Atlas (C1),46,36,End-Abduction,0,0.0358,0.0129,1.5363,0.0408,0.0162,1.5391,0.0383,0.0145,1.5377
Splenius colli muscle.e1r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Atlas (C1),46,36,End-Abduction,0,-0.0408,0.0129,1.5363,-0.0358,0.0162,1.5391,-0.0383,0.0145,1.5377
Splenius colli muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Axis (C2),17,16,End-Abduction,0,0.0263,0.0124,1.5185,0.0271,0.0149,1.5203,0.0267,0.0136,1.5194
Splenius colli muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Axis (C2),17,16,End-Abduction,0,-0.0271,0.0124,1.5185,-0.0263,0.0149,1.5203,-0.0267,0.0136,1.5194
Sternocleidomastoid muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Temporal bone.l,210,151,End-Internal rotation,0,0.0501,0.0118,1.5617,0.0614,0.0494,1.5748,0.0558,0.0306,1.5683
Sternocleidomastoid muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Temporal bone.r,210,151,End-Internal rotation,0,-0.0614,0.0118,1.5617,-0.0501,0.0494,1.5748,-0.0558,0.0306,1.5683
Sternocleidomastoid muscle.o1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Clavicle.l,28,26,Origin-External rotation,0,0.0274,-0.0439,1.4129,0.0547,-0.0311,1.4164,0.0411,-0.0375,1.4147
Sternocleidomastoid muscle.o1r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Clavicle.r,28,26,Origin-External rotation,0,-0.0547,-0.0439,1.4129,-0.0274,-0.0311,1.4164,-0.0411,-0.0375,1.4147
Sternocleidomastoid muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Manubrium of sternum,80,61,Origin-External rotation,0,0.0037,-0.0643,1.3822,0.0186,-0.0479,1.4008,0.0112,-0.0561,1.3915
Sternocleidomastoid muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Manubrium of sternum,80,61,Origin-External rotation,0,-0.0186,-0.0643,1.3822,-0.0037,-0.0479,1.4008,-0.0112,-0.0561,1.3915
Sternocostal head of pectoralis major muscle.e1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Body of sternum,336,226,Origin-Adduction,0,0.0037,-0.1126,1.2487,0.0236,-0.0807,1.3567,0.0137,-0.0967,1.3027
Sternocostal head of pectoralis major muscle.e1r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Body of sternum,336,226,Origin-Adduction,0,-0.0236,-0.1126,1.2487,-0.0037,-0.0807,1.3567,-0.0137,-0.0967,1.3027
Sternocostal head of pectoralis major muscle.e2l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Manubrium of sternum,164,109,Origin-Adduction,0,0.0084,-0.0833,1.3531,0.0291,-0.0447,1.3937,0.0188,-0.064,1.3734
Sternocostal head of pectoralis major muscle.e2r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Manubrium of sternum,164,109,Origin-Adduction,0,-0.0291,-0.0833,1.3531,-0.0084,-0.0447,1.3937,-0.0188,-0.064,1.3734
Sternocostal head of pectoralis major muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Costal cartilage of sixth rib.l,466,286,Origin-Adduction,0,0.0163,-0.1137,1.2131,0.0969,-0.0924,1.2598,0.0566,-0.1031,1.2365
Sternocostal head of pectoralis major muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Costal cartilage of sixth rib.r,466,286,Origin-Adduction,0,-0.0969,-0.1137,1.2131,-0.0163,-0.0924,1.2598,-0.0566,-0.1031,1.2365
Sternohyoid muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hyoid bone,33,26,End-Flexion,0,0.0037,-0.0367,1.4911,0.0133,-0.03,1.4959,0.0085,-0.0334,1.4935
Sternohyoid muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hyoid bone,33,26,End-Flexion,0,-0.0133,-0.0367,1.4911,-0.0037,-0.03,1.4959,-0.0085,-0.0334,1.4935
Sternohyoid muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Clavicle.l,113,76,Origin-Flexion,0,0.0047,-0.0333,1.3891,0.0274,-0.0262,1.4125,0.0161,-0.0297,1.4008
Sternohyoid muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Clavicle.r,113,76,Origin-Flexion,0,-0.0274,-0.0333,1.3891,-0.0047,-0.0262,1.4125,-0.0161,-0.0297,1.4008
Subclavius muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Clavicle.l,47,41,Origin-Depressor,0,0.0675,-0.0285,1.3994,0.1,0.0131,1.4123,0.0837,-0.0077,1.4058
Subclavius muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Clavicle.r,47,41,Origin-Depressor,0,-0.1,-0.0285,1.3994,-0.0675,0.0131,1.4123,-0.0837,-0.0077,1.4058
Subscapularis muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Humerus.l,28,25,End-Internal rotation,0,0.1599,0.0016,1.3746,0.1704,0.007,1.3915,0.1652,0.0043,1.3831
Subscapularis muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Humerus.r,28,25,End-Internal rotation,0,-0.1704,0.0016,1.3746,-0.1599,0.007,1.3915,-0.1652,0.0043,1.3831
Subscapularis muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.l,1319,735,Origin-Internal rotation,0,0.0693,0.0486,1.2641,0.1297,0.1058,1.3955,0.0995,0.0772,1.3298
Subscapularis muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.r,1319,735,Origin-Internal rotation,0,-0.1297,0.0486,1.2641,-0.0693,0.1058,1.3955,-0.0995,0.0772,1.3298
Superior gemellus muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.l,39,30,Origin-Internal rotation,0,0.0429,0.0456,0.8618,0.0557,0.0531,0.8746,0.0493,0.0494,0.8682
Superior gemellus muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.r,39,30,Origin-Internal rotation,0,-0.0557,0.0456,0.8618,-0.0429,0.0531,0.8746,-0.0493,0.0494,0.8682
Supinator.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Radius.l,90,61,End-External rotation,0,0.2421,0.012,0.9924,0.2613,0.0317,1.0734,0.2517,0.0219,1.0329
Supinator.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Radius.r,90,61,End-External rotation,0,-0.2613,0.012,0.9924,-0.2421,0.0317,1.0734,-0.2517,0.0219,1.0329
Supinator.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Ulna.l,29,24,Origin-External rotation,0,0.2292,0.0284,1.0229,0.2382,0.0448,1.0792,0.2337,0.0366,1.0511
Supinator.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Ulna.r,29,24,Origin-External rotation,0,-0.2382,0.0284,1.0229,-0.2292,0.0448,1.0792,-0.2337,0.0366,1.0511
Supraspinatus muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Humerus.l,89,63,End-Abduction,0,0.1829,0.011,1.388,0.1936,0.0275,1.4032,0.1883,0.0193,1.3956
Supraspinatus muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Humerus.r,89,63,End-Abduction,0,-0.1936,0.011,1.388,-0.1829,0.0275,1.4032,-0.1883,0.0193,1.3956
Supraspinatus muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.l,598,351,Origin-Abduction,0,0.0696,0.0609,1.3783,0.1338,0.0961,1.3983,0.1017,0.0785,1.3883
Supraspinatus muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.r,598,351,Origin-Abduction,0,-0.1338,0.0609,1.3783,-0.0696,0.0961,1.3983,-0.1017,0.0785,1.3883
Temporalis muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Mandible,135,90,End-Flexion,0,0.0388,-0.0495,1.547,0.0445,-0.0276,1.5674,0.0416,-0.0386,1.5572
Temporalis muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Mandible,135,90,End-Flexion,0,-0.0445,-0.0495,1.547,-0.0388,-0.0276,1.5674,-0.0416,-0.0386,1.5572
Temporalis muscle.o1l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Frontal bone,94,71,Origin-Flexion,0,0.0473,-0.0632,1.6101,0.062,-0.03,1.6591,0.0546,-0.0466,1.6346
Temporalis muscle.o1r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Frontal bone,94,71,Origin-Flexion,0,-0.062,-0.0632,1.6101,-0.0473,-0.03,1.6591,-0.0546,-0.0466,1.6346
Temporalis muscle.o2l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Parietal bone.l,232,160,Origin-Flexion,0,0.0552,-0.0386,1.6001,0.0746,0.0506,1.6621,0.0649,0.006,1.6311
Temporalis muscle.o2r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Parietal bone.r,232,160,Origin-Flexion,0,-0.0746,-0.0386,1.6001,-0.0552,0.0506,1.6621,-0.0649,0.006,1.6311
Temporalis muscle.o3l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Sphenoid bone,91,62,Origin-Flexion,0,0.0398,-0.0557,1.5887,0.0563,-0.0323,1.6199,0.048,-0.044,1.6043
Temporalis muscle.o3r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Sphenoid bone,91,62,Origin-Flexion,0,-0.0563,-0.0557,1.5887,-0.0398,-0.0323,1.6199,-0.048,-0.044,1.6043
Temporalis muscle.o4l,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Temporal bone.l,412,239,Origin-Flexion,0,0.0465,-0.0373,1.5793,0.0728,0.026,1.6225,0.0597,-0.0057,1.6009
Temporalis muscle.o4r,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Temporal bone.r,412,239,Origin-Flexion,0,-0.0728,-0.0373,1.5793,-0.0465,0.026,1.6225,-0.0597,-0.0057,1.6009
Tensor fasciae latae.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.l,19,21,Origin-Abduction,0,0.1177,-0.0428,0.9278,0.1297,-0.028,0.964,0.1237,-0.0354,0.9459
Tensor fasciae latae.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hip bone.r,19,21,Origin-Abduction,0,-0.1297,-0.0428,0.9278,-0.1177,-0.028,0.964,-0.1237,-0.0354,0.9459
Teres major muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.l,353,225,Origin-Internal rotation,0,0.0986,0.0862,1.2555,0.116,0.1,1.2908,0.1073,0.0931,1.2732
Teres major muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.r,353,225,Origin-Internal rotation,0,-0.116,0.0862,1.2555,-0.0986,0.1,1.2908,-0.1073,0.0931,1.2732
Teres minor muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Humerus.l,127,83,End-External rotation,0,0.1843,0.0203,1.3668,0.1955,0.0435,1.3845,0.1899,0.0319,1.3757
Teres minor muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Humerus.r,127,83,End-External rotation,0,-0.1955,0.0203,1.3668,-0.1843,0.0435,1.3845,-0.1899,0.0319,1.3757
Teres minor muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.l,408,252,Origin-External rotation,0,0.101,0.0576,1.2948,0.1375,0.0962,1.3494,0.1193,0.0769,1.3221
Teres minor muscle.or,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Scapula.r,408,252,Origin-External rotation,0,-0.1375,0.0576,1.2948,-0.101,0.0962,1.3494,-0.1193,0.0769,1.3221
Thyrohyoid muscle.el,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Thyroid cartilage,80,63,End-Levator,0,0.0079,-0.0205,1.4665,0.0199,-0.0069,1.4856,0.0139,-0.0137,1.4761
Thyrohyoid muscle.er,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Thyroid cartilage,80,63,End-Levator,0,-0.0199,-0.0205,1.4665,-0.0079,-0.0069,1.4856,-0.0139,-0.0137,1.4761
Thyrohyoid muscle.ol,MESH,Scene Collection/2: Muscular insertions,Scene Collection/2: Muscular insertions,Hyoid bone,34,28,Origin-Levator,0,0.0083,-0.032,1.4917,0.018,-0.0194,1.4971,0.0132,-0.0257,1.4944
